"text","severity"
"Alcohol poisoning, she drank a whole bottle and passed out","CRITICAL"
"My throat feels a bit dry and I need to drink water","LOW"
"I have severe, constant thirst and haven't passed urine in 12 hours","HIGH"
"Ectopic pregnancy, severe one-sided pain at 7 weeks","HIGH"
"My blood pressure is 210/130 and I have a splitting headache","CRITICAL"
"I have sudden severe abdominal tenderness and a hard, rigid abdomen","HIGH"
"Animal bite that might need antibiotics","MEDIUM"
"I feel a little lightheaded from missing a meal","LOW"
"I have difficulty swallowing and am drooling because I can't manage my saliva","HIGH"
"I am bleeding profusely from the genital area (not menstrual)","CRITICAL"
"I am unresponsive and have needle marks on my arm (suspected overdose)","CRITICAL"
"I have a severe allergic reaction with generalized body warmth and widespread hives","HIGH"
"I have sudden, complete inability to stand or bear any weight on my legs","CRITICAL"
"I have unexplained weight loss along with recurrent fever","MEDIUM"
"My eyes are slightly dry and red","LOW"
"I have a mild earache that feels like pressure","LOW"
"Migraine that isn't responding to my usual tablets","MEDIUM"
"I feel unsteady and my vision is blurry when I try to read","MEDIUM"
"I have a sudden, severe headache and my speech is completely incomprehensible","CRITICAL"
"I have a sore throat and a hacking cough that is quite painful","MEDIUM"
"I have a deep burn that is blistering and covers my entire foot","HIGH"
"She overdosed on purpose and is barely conscious","CRITICAL"
"I want to die and I have the means to do it","CRITICAL"
"I have widespread numbness that started in my feet and is moving up my legs","HIGH"
"I have a chemical splash in my eye and severe pain","HIGH"
"I feel a slight pressure behind my ear","LOW"
"I have bleeding gums that won't stop easily after brushing","MEDIUM"
"I have severe abdominal pain that is radiating to my shoulder","CRITICAL"
"DKA unconscious, breathing like Kussmaul","CRITICAL"
"I have uncontrolled bleeding from a large tear in my scalp","CRITICAL"
"I am unresponsive and my pulse is too weak to find","CRITICAL"
"I have a fever and am confused and scratching at my face","CRITICAL"
"I have sudden, severe dizziness that causes me to fall to the floor","HIGH"
"I have severe vomiting of blood and am becoming confused","CRITICAL"
"I have a catastrophic fall and am unable to move any limb","CRITICAL"
"I have sudden, significant darkening of my vision","HIGH"
"I have chest pain that feels like burning and is constant","HIGH"
"I have a mild, dull headache behind my eyes","LOW"
"I am bleeding uncontrollably from multiple sites (mouth, nose, wounds)","CRITICAL"
"I have blood in my urine with severe lower abdominal cramping","HIGH"
"I have pronounced nausea that lasts all day without vomiting","MEDIUM"
"Blood in my stool this morning","MEDIUM"
"I have severe abdominal pain and my skin is yellow (jaundice)","CRITICAL"
"Severe burn from fire, large area affected","HIGH"
"I have a pounding headache that makes me want to lie down immediately","MEDIUM"
"I have sudden, severe abdominal pain and a fever of 39.5 
∘
 C","HIGH"
"Just need a general health check","LOW"
"I have severe pain and swelling in my knee and it feels unstable","HIGH"
"I have difficulty breathing and am making a bubbling noise in my chest","CRITICAL"
"I have sudden onset of a blinding headache after taking a new medication","HIGH"
"I have severe difficulty breathing and my chest wall is retracting","CRITICAL"
"I have severe joint swelling and pain that limits all movement and is warm to touch","HIGH"
"Palpitations and dizziness","HIGH"
"I have pain in my arm and chest that is sudden and crushing","CRITICAL"
"Diabetic coma, found unconscious with sugar meter reading high","CRITICAL"
"I have a tiny discoloration on my fingernail","LOW"
"I have severe abdominal pain and am constantly vomiting dark fluid","CRITICAL"
"I have severe pain in my back with difficulty moving my head or neck","HIGH"
"I have a suspected fracture—my leg looks deformed and I can't move it","HIGH"
"My stomach hurts a little after that greasy meal","LOW"
"I have severe chest pain that has lasted over 30 minutes and is getting worse","CRITICAL"
"I am gushing bright red blood from a laceration on my wrist","CRITICAL"
"I have difficulty breathing and an unusually slow heart rate","HIGH"
"Separated shoulder after falling on my arm","HIGH"
"Blood sugar consistently high, possible uncontrolled diabetes","MEDIUM"
"I have a sudden onset of blurred vision and extreme dizziness leading to a fall","CRITICAL"
"I have a deep cut that is gushing blood rhythmically (arterial)","CRITICAL"
"I have sudden paralysis of my entire left side and am drooling","CRITICAL"
"Severe abdominal cramps with diarrhoea","MEDIUM"
"I have a fever and severe pain in my lower abdomen when I press down","HIGH"
"I have severe pain in my eye and feel like I'm throwing up from the pain","CRITICAL"
"I have a bad case of the flu with pronounced muscle aches and fatigue","MEDIUM"
"I have a minor itch in my inner ear","LOW"
"I have a sudden, severe headache and loss of balance with double vision","CRITICAL"
"Fell from a second floor roof","CRITICAL"
"Chemical splash in the eye at work","HIGH"
"I have severe difficulty breathing and am sweating profusely","CRITICAL"
"My neck feels a little stiff","LOW"
"I have severe pain and discoloration in my hand after being bitten by a spider","HIGH"
"I have extreme difficulty waking up and am only moaning","CRITICAL"
"Mild eye strain after working on computer all day","LOW"
"I have severe pain in my arm that is not relieved by elevation or ice","HIGH"
"I have severe lightheadedness and feel like I'm about to black out","HIGH"
"Suicidal thoughts with a specific plan","HIGH"
"Sudden vision loss in one eye","HIGH"
"I have difficulty breathing after being in a confined, dusty space","HIGH"
"I have a sudden and severe headache (thunderclap) with neck stiffness","CRITICAL"
"I have pronounced abdominal distension and hardness","MEDIUM"
"I feel a little bloated after lunch","LOW"
"I have severe generalized weakness and feel like my body is shutting down","HIGH"
"I took an overdose of pills, I'm drowsy","CRITICAL"
"I have sudden inability to urinate despite a full bladder (acute urinary retention)","HIGH"
"I have chest tightness that gets worse when I'm lying down","HIGH"
"I am unresponsive and my pupils are unresponsive to light","CRITICAL"
"I have chest pain that is radiating to my arm and jaw","HIGH"
"I have sudden and severe double vision","HIGH"
"I have a major head injury and am seizing constantly on one side","CRITICAL"
"I feel a bit jittery from too much coffee","LOW"
"I have sudden paralysis in my hand after a heavy lift","HIGH"
"I have been vomiting repeatedly (3-4 times in the last hour) but can still keep down sips of water","MEDIUM"
"Slight loss of appetite","LOW"
"I think I'm having a heart attack, crushing chest pain spreading to my left arm","CRITICAL"
"I have pain in my leg that is much worse than a simple muscle strain","HIGH"
"I am bleeding profusely from a wound on my thigh and cannot stop it","CRITICAL"
"I have severe, constant tooth pain with massive facial swelling and fever","HIGH"
"I have pronounced swelling and pain in one side of my face","MEDIUM"
"I have a sore spot on my gums","LOW"
"I have severe swelling of my entire face and throat after an insect bite","CRITICAL"
"I have noticeably painful lumps under my skin in multiple areas","MEDIUM"
"I have a persistent low-grade fever of $38.0^\circ C$ for over a week","MEDIUM"
"Third degree burn, skin looks white and leathery","HIGH"
"I have a foreign body sensation in my eye with tearing and pronounced redness","MEDIUM"
"Seizure followed by unconsciousness","CRITICAL"
"I have a large, red, hot lump in my groin that is severely painful","HIGH"
"I have a cough that won't stop and is causing discomfort in my chest","MEDIUM"
"Vomiting large amounts of blood repeatedly","CRITICAL"
"I have unrelenting headache that is rapidly escalating in pain level","HIGH"
"I have severe chest pain that is triggered by any physical activity","HIGH"
"Severe nosebleed won't stop after 30 minutes","HIGH"
"I have difficulty swallowing and a high-pitched sound when I breathe in","HIGH"
"I have blood in my stool that is significant and ongoing (hematochezia)","HIGH"
"I feel a little out of breath after running up stairs","LOW"
"I have strong pain in my gall bladder area after eating fatty foods","MEDIUM"
"I have taken a large dose of blood thinners and am bleeding from my gums","CRITICAL"
"I have pronounced, non-cardiac chest pain after vigorous exercise","MEDIUM"
"I have a deep cut that is completely severing a muscle or artery","CRITICAL"
"I have mild pain when I chew","LOW"
"I have sudden inability to recognize my own children or location","CRITICAL"
"I have a headache that worsens with coughing or straining","MEDIUM"
"Cellulitis spreading up my arm","MEDIUM"
"She's fitting and not responding","CRITICAL"
"New onset atrial fibrillation","HIGH"
"I have a fever (40 
∘
 C) and am refusing to open my eyes due to pain","CRITICAL"
"I have sudden, profound dizziness and passed out instantly","CRITICAL"
"I have taken a known poison and am having difficulty seeing","CRITICAL"
"First time seizure in an adult","HIGH"
"I have widespread numbness and tingling that has started spreading up my legs","HIGH"
"I have widespread hives and swelling that is concerning but stable","MEDIUM"
"I have sudden inability to move my hip after a fall","HIGH"
"I have mild body aches that aren't specific","LOW"
"I feel slightly off-balance for a moment","LOW"
"I have a burn that has caused severe nerve pain and is larger than my hand","HIGH"
"Minor earache without fever","LOW"
"Slight sinus congestion","LOW"
"I have a tiny scrape on my knuckle","LOW"
"Tonsillitis, sore throat and fever and difficulty swallowing","MEDIUM"
"Viral illness not improving after 6 days","MEDIUM"
"I have sudden, severe pain in my side with vomiting and rapid heart rate","CRITICAL"
"I have severe facial pain that is sudden and shocking (trigeminal neuralgia flare-up)","HIGH"
"I am passing almost no urine despite feeling extremely thirsty","HIGH"
"I have severe, shooting pain that radiates down the back of my thigh (sciatica)","HIGH"
"I have extreme lethargy and difficulty keeping my eyes open","HIGH"
"I have a sudden feeling of doom and severe chest tightness","HIGH"
"I have a high fever and a severe sore throat with pus pockets","HIGH"
"Child is drowsy and can't be properly woken up","HIGH"
"I broke my leg, I can hear it cracked","HIGH"
"I have a strong ear infection with throbbing and some fluid drainage","MEDIUM"
"I have persistent pain in my lower right abdomen that is concerning","MEDIUM"
"I've had a persistent headache for 3 days","MEDIUM"
"I have pronounced abdominal pain that is getting worse over time","MEDIUM"
"I have abdominal pain that comes and goes and is quite sharp but manageable","MEDIUM"
"I have unexplained bleeding from the nipple","HIGH"
"I have difficulty breathing and an extreme blue discoloration of my extremities","CRITICAL"
"I feel slightly bloated after lunch","LOW"
"Child has been coughing for 3 weeks","MEDIUM"
"I have severe pain and swelling in my jaw after a fall","HIGH"
"I have severe chest pain and a pulse that is very weak and fast","CRITICAL"
"Asthma attack not responding to inhaler","HIGH"
"Persistent palpitations for the past 2 days","MEDIUM"
"I have pain in my chest that is worse when I press on it (costochondritis, but severe)","HIGH"
"I have unexplained sudden bleeding from my vagina in post-menopause","HIGH"
"I have chest pain that feels like a heavy weight is sitting on me","HIGH"
"Wound not healing after 5 days, getting worse","MEDIUM"
"I have a major wound that is dirty, deep, and has been open for over 6 hours","HIGH"
"I am experiencing pins and needles and strong numbness in both feet","MEDIUM"
"I have severe difficulty breathing and a blue tinge to my skin","CRITICAL"
"I am unresponsive after a heavy blow to the head","CRITICAL"
"I have repeated vomiting and diarrhea leading to severe weakness and dizziness","HIGH"
"I have severe headache and I can't move my eyes","CRITICAL"
"I have a minor strain in my hamstring","LOW"
"I have pronounced chest discomfort that is dull and lasts several minutes","MEDIUM"
"I have uncontrolled bleeding that is soaking through dressings immediately","CRITICAL"
"I have a penetrating injury to my eye with fluid leaking out","CRITICAL"
"I have a tiny paper cut on my thumb","LOW"
"I feel a bit less energized than usual","LOW"
"I have thoughts of self-harm and have access to the means right now","CRITICAL"
"I have a suspected overdose and my lips are turning blue","CRITICAL"
"I have sudden difficulty swallowing solids or liquids (acute dysphagia)","HIGH"
"I have persistent vomiting that is bilious (green or yellow)","MEDIUM"
"Hairline fracture in my foot","HIGH"
"Pelvic pain for 2 days","MEDIUM"
"I have severe pain and difficulty moving my head to the side","HIGH"
"I have a pulsating lump in my abdomen (Aortic Aneurysm concern)","HIGH"
"I have a headache with a stiff neck and am vomiting","HIGH"
"I have severe chest pain that is associated with dizziness and near-fainting","HIGH"
"I have severe pain and swelling in my testicle that is increasing rapidly","HIGH"
"I have severe breathing difficulty and cannot lie flat","CRITICAL"
"I have sudden, severe, shooting pain radiating down my leg with total numbness","CRITICAL"
"Mild anxiety before an exam","LOW"
"I have taken an unknown drug and am now twitching uncontrollably","CRITICAL"
"My skin is slightly more oily than usual","LOW"
"I feel a slight ringing in my ears","LOW"
"I have taken an overdose of opiates and my breathing is slow and shallow","CRITICAL"
"I have been exposed to a toxic chemical and am now vomiting and confused","HIGH"
"I have loss of sensation and movement in both my arms after a fall","CRITICAL"
"I have vomiting and diarrhea for over 12 hours and feel very weak","MEDIUM"
"I am gasping for air and my lips are dark purple","CRITICAL"
"I am experiencing sudden, severe confusion and aggressive behavior","HIGH"
"I have a very small chip on my tooth","LOW"
"I feel a bit uncoordinated for a moment","LOW"
"I have a burning pain in my legs after walking short distances","MEDIUM"
"I have a small bump on my ankle from a bug bite","LOW"
"I am choking and cannot cough or speak","CRITICAL"
"My ears are slightly popping","LOW"
"I have a skin abscess that is growing quickly and is very tender","MEDIUM"
"I have sudden, severe back pain and am coughing up blood","CRITICAL"
"I have a persistent high fever with stiff neck and am confused (meningitis)","CRITICAL"
"I have sudden, extreme weakness and am unable to hold my head up","CRITICAL"
"I have a penetrating injury to my eye with vision loss","CRITICAL"
"I have a minor muscle twinge in my back","LOW"
"I have a minor burn on my arm from hot water","LOW"
"I have sudden weakness that prevents me from climbing stairs","HIGH"
"Headache getting worse over two days","MEDIUM"
"I am bleeding heavily from an injury that occurred underwater","CRITICAL"
"I have a severe burn that is deep and covers most of my back","CRITICAL"
"I have a small patch of flaky skin on my nose","LOW"
"I have a cough producing large amounts of blood (more than streaks)","HIGH"
"I have loss of sensation in my groin area (saddle anesthesia) with back pain","HIGH"
"I have frequent urges to throw up but nothing comes out","MEDIUM"
"I am experiencing intermittent blood in my urine over the past few days","MEDIUM"
"I have sudden paralysis of my entire lower body and cannot move my feet","CRITICAL"
"I have a major head injury and fluid is leaking from my ear","CRITICAL"
"Heavy bleeding in pregnancy","HIGH"
"I have severe back pain that is accompanied by fever and nausea","HIGH"
"I have sudden, extreme paleness and a rapid, weak pulse","CRITICAL"
"I have a deep cut that is pulsating with blood flow","HIGH"
"I have a severe cut that is on a joint and opens wide when I try to move it","HIGH"
"I stubbed my toe on the table leg","LOW"
"I have a high fever and my skin is hot and dry (Dehydration/Heat Exhaustion)","HIGH"
"My sense of smell and taste is significantly diminished with no congestion","MEDIUM"
"Severe kidney infection with high fever and back pain","HIGH"
"Severe vertigo when I move my head","MEDIUM"
"I have sudden onset of confusion that is rapidly worsening","HIGH"
"I have a penetrating injury to my abdomen with intestines visible","CRITICAL"
"Minor bruise on my shin","LOW"
"I have swallowed a toxic substance and am now vomiting violently","CRITICAL"
"I have pronounced discomfort when I open my jaw wide","MEDIUM"
"I have sudden, severe testicular pain without any prior injury","HIGH"
"Mild eczema on my elbow","LOW"
"I have a light cough that comes and goes","LOW"
"I have difficulty speaking and am drooling due to sudden facial paralysis","CRITICAL"
"My tummy feels a bit unsettled","LOW"
"I have a fever of 39 degrees and feel very run down","MEDIUM"
"I have a fever, stiff neck, and purple spots that won't fade when pressed","CRITICAL"
"I have a high fever and a severe headache with uncontrollable shaking","CRITICAL"
"I have mild tenderness in my groin area","LOW"
"I have pain and numbness that is rapidly spreading across my torso","HIGH"
"I am bleeding severely from multiple, deep cuts on my torso","CRITICAL"
"Felt a pop in my knee and can't straighten it","HIGH"
"I have painful mouth sores that are large and multiple","MEDIUM"
"Pleurisy, sharp stabbing pain every time I breathe","MEDIUM"
"I have strong heartburn that radiates up to my throat","MEDIUM"
"I have a high fever and confusion after traveling internationally","CRITICAL"
"Patient is unresponsive, can't be roused","CRITICAL"
"Chest pain so severe I can't breathe, spreading to my jaw","CRITICAL"
"I have a fever of $39.4^\circ C$ and feel very thirsty and dry","MEDIUM"
"I have a severe cut that is open wide and shows fatty tissue","HIGH"
"I have strong pain in a joint, like my wrist or elbow","MEDIUM"
"I have a deep puncture wound from a dirty object (e.g., rusty metal)","HIGH"
"I have profuse, uncontrollable bleeding from my eye socket","CRITICAL"
"I feel slightly more sensitive to sound","LOW"
"I have a persistent cough that is productive and very uncomfortable","MEDIUM"
"I feel a slight ache in my wisdom tooth area","LOW"
"I have loss of sensation and movement in both my arms after a severe whiplash","CRITICAL"
"I have severe chest pain that is completely crushing and unrelieved by anything","CRITICAL"
"I have uncontrolled bleeding from a deep wound that I can't see the bottom of","CRITICAL"
"I have sudden paralysis of my face and feel dizzy","HIGH"
"I am unresponsive and my breath smells strongly of alcohol","CRITICAL"
"Carpal tunnel, hand and wrist very numb at night","MEDIUM"
"I feel a slight need to stretch my legs constantly","LOW"
"I have a wound that is oozing a foul-smelling liquid","MEDIUM"
"I am unresponsive and have pinpoint pupils (possible opioid overdose)","CRITICAL"
"Heartburn after spicy food","LOW"
"I have sudden, severe pain and swelling in my hand after being bitten","HIGH"
"I am unresponsive and have a rapid, thready pulse","CRITICAL"
"I have severe abdominal pain that is radiating to my groin and back","CRITICAL"
"I have a sudden, massive nosebleed that cannot be stopped by any means","CRITICAL"
"I have a fever with a noticeably painful lump in my armpit or groin","MEDIUM"
"Snake bite with spreading swelling and vomiting","CRITICAL"
"I have palpitations and severe shortness of breath with chest discomfort","HIGH"
"I have severe pain and swelling in my leg and it feels hard as a rock","CRITICAL"
"I have severe difficulty breathing and am making a high-pitched noise (stridor)","HIGH"
"I have a chemical burn that has caused blistering and deep tissue damage","HIGH"
"I have a sudden, severe headache and my pupils are unequal in size","CRITICAL"
"Torn ACL in my knee, felt a pop and can't put weight on it","HIGH"
"I have a persistent, uncontrollable cough that causes me to gag or pass out","HIGH"
"My hair is a little dry and brittle","LOW"
"I have a minor abrasion on my leg","LOW"
"I have sudden onset of jaundice (yellowing of the skin and eyes)","HIGH"
"I feel a bit thirsty all the time","LOW"
"My son fell and is unconscious, won't wake up","CRITICAL"
"I have mild pins and needles in my arm","LOW"
"I have a small blister on my heel","LOW"
"Child with stiff neck and fever","HIGH"
"Second degree burn from boiling water, blistering all over arm","HIGH"
"I have severe, persistent vomiting of blood or dark material","HIGH"
"I have uncontrollable bleeding from an unknown internal source","CRITICAL"
"Stiff neck from sleeping awkwardly","LOW"
"I feel a slight burning sensation when I urinate (very mild)","LOW"
"I have a fever and severe back pain that makes me unable to stand up straight","HIGH"
"I have a small callous on my toe","LOW"
"I have inability to control my bladder or bowels with severe back pain","HIGH"
"I have severe swelling and pain in my throat causing difficulty talking","HIGH"
"I am experiencing sudden, pronounced hearing loss in one ear","MEDIUM"
"I have sudden, severe back pain and am numb below the waist","CRITICAL"
"I have loss of consciousness after taking a mixture of drugs and alcohol","CRITICAL"
"I have loss of consciousness and my clothes are soaked in sweat","CRITICAL"
"I have severe pain that radiates from my stomach to my back after eating","HIGH"
"Slight ankle twist, no swelling","LOW"
"I have severe, uncontrollable diarrhea with extreme fatigue","HIGH"
"I have a high fever (40.5 
∘
 C) with severe disorientation","HIGH"
"Mild ear discomfort, no pain","LOW"
"I have difficulty breathing and need to stop every few words to catch my breath","HIGH"
"I have chest pain and my heart is beating irregularly and very fast","CRITICAL"
"Bleeding won't stop from a deep cut","HIGH"
"I have a suspected spinal injury and cannot feel my hands or feet","CRITICAL"
"Pneumonia with high fever and difficulty breathing","HIGH"
"I have widespread redness and tenderness on my skin after a sun exposure","MEDIUM"
"I have a deep wound with bubbling air (sucking chest wound)","CRITICAL"
"I have loss of consciousness after a severe chemical exposure","CRITICAL"
"I have difficulty speaking clearly for a few minutes at a time","MEDIUM"
"I have pronounced pain and redness in my testicle","MEDIUM"
"I am bleeding from a major artery and the flow is steady and heavy","CRITICAL"
"My hands feel dry and rough","LOW"
"I am gushing blood from my rectum and feel faint","CRITICAL"
"My eyebrow is slightly itchy","LOW"
"Mild congestion and sneezing","LOW"
"Facial numbness on one side — new symptom","MEDIUM"
"I have a severe burn that looks white or charred","HIGH"
"I feel mild eye fatigue","LOW"
"I have sudden, complete inability to hear in both ears","HIGH"
"I have severe pain and swelling in my calf that started after a long flight","HIGH"
"I have a headache that is exacerbated by bright lights and loud noises","HIGH"
"I have had a mild concussion and feel unsteady and sensitive to light","MEDIUM"
"I feel hungry and a bit weak","LOW"
"I have sudden, severe headache and my neck is so stiff I cannot lower my chin","CRITICAL"
"I have sudden swelling of one of my legs with redness and tenderness","HIGH"
"I fractured my ankle and can't walk","HIGH"
"I feel a bit dizzy when I look up quickly","LOW"
"I have no detectable blood pressure (shock)","CRITICAL"
"I have severe abdominal pain after blunt force trauma","CRITICAL"
"I have pronounced, painful swelling of my salivary glands","MEDIUM"
"I have unexplained severe swelling in my arm that feels heavy and painful","HIGH"
"I'm going to kill myself tonight","CRITICAL"
"Shingles, blistering rash on one side of my body","MEDIUM"
"Light muscle cramp in my calf","LOW"
"My blood pressure has been consistently high all week","MEDIUM"
"Breathing difficulty in a child with stridor and grunting","HIGH"
"I am experiencing palpitations and feel short of breath and dizzy","HIGH"
"Vomited twice after hitting my head","HIGH"
"I have a headache that is steadily worsening over the past few hours","MEDIUM"
"I have sudden, severe, tearing pain in my chest or back (aortic dissection)","CRITICAL"
"I have a fever with a persistent, dry cough for a week","MEDIUM"
"I am having thoughts of self-harm or suicide and have an immediate plan","CRITICAL"
"I have a fever and rash that has turned into large, open sores","HIGH"
"I feel a little tired today despite sleeping well","LOW"
"I am bleeding uncontrollably from my scalp after a blunt trauma","CRITICAL"
"I have difficulty breathing after being exposed to a known allergen","MEDIUM"
"I am unresponsive after being hit by a car","CRITICAL"
"I am experiencing sudden numbness and tingling in my entire left arm and hand","HIGH"
"Heavy vaginal bleeding, placenta praevia","CRITICAL"
"High energy trauma, hit by a car at speed","CRITICAL"
"Pulmonary embolism suspected, shortness of breath and leg swelling","HIGH"
"Diarrhoea and vomiting for 2 days","MEDIUM"
"I have a severe allergic reaction with a swollen throat and low blood pressure","CRITICAL"
"I have a migraine headache that makes me sensitive to sound and light","MEDIUM"
"My eyes are slightly itchy from pollen","LOW"
"I have severe, widespread burns over more than 25% of my body","CRITICAL"
"I have a deep puncture wound to my chest or abdomen","HIGH"
"I have sudden and severe testicular pain with a high fever","CRITICAL"
"I have severe difficulty breathing and a blue discoloration around my lips","CRITICAL"
"Severe croup in child with significant stridor","HIGH"
"I have unexplained bleeding from the penis/urethra","HIGH"
"I have a large burn that is deep red and wet, covering most of my forearm","HIGH"
"I have a minor itch on my foot","LOW"
"Going to the toilet slightly more than usual","LOW"
"Change in bowel habits for 3 weeks","MEDIUM"
"I have pronounced abdominal pain that is tender to the touch","MEDIUM"
"I think I've broken my finger, it's swollen and I can't move it","HIGH"
"I have a fever and am drowsy, but can be roused easily","MEDIUM"
"I have difficulty swallowing solid food (dysphagia)","MEDIUM"
"I feel a bit forgetful today","LOW"
"I have mild discomfort from a loose filling","LOW"
"I have a major head injury and blood is flowing heavily from my nose","CRITICAL"
"My skin is cold, pale, and clammy after a severe injury","CRITICAL"
"I have a lump in my breast that is newly discovered and firm","MEDIUM"
"Infected wound with spreading redness and warmth","MEDIUM"
"I have sudden inability to control my limbs (ataxia)","HIGH"
"I have a suspected broken bone with bone protruding from the skin","CRITICAL"
"I am unresponsive and have a large amount of vomit in my mouth","CRITICAL"
"I have uncontrolled bleeding from a wound on my head that has exposed bone","CRITICAL"
"I have sudden, agonizing testicular pain and am vomiting from the pain","CRITICAL"
"I have a large, deep wound that has dirt and debris inside","HIGH"
"I have taken too much medication and am slurring my speech and am very drowsy","CRITICAL"
"Knocked out and woke up confused","HIGH"
"I have a severe headache that is worse when I bend over","HIGH"
"Crush injury to the chest after accident","CRITICAL"
"I have severe pain in my eye with discharge and blurred vision","HIGH"
"I have strong menstrual cramps that are incapacitating","MEDIUM"
"I am bleeding profusely from a deep wound on my neck","CRITICAL"
"My husband collapsed, he's not breathing and has no pulse","CRITICAL"
"I have sudden and severe stomach pain and my abdomen is rigid","CRITICAL"
"I have taken a large overdose of medication and feel dizzy and confused","CRITICAL"
"Severe anaphylaxis, throat is closing, can't breathe","CRITICAL"
"I have severe pain and redness in a joint with fever (septic arthritis concern)","HIGH"
"I have severe back pain that is stabbing and feels like it's deep inside","HIGH"
"I have a sudden, severe headache and my eye is drooping","CRITICAL"
"I have severe, crushing chest pressure that eases slightly with rest","HIGH"
"I have a small red line from a belt buckle","LOW"
"I have severe pain and redness in my breast (mastitis with systemic symptoms)","HIGH"
"I am unresponsive and my body temperature is extremely high (41.5 
∘
 C)","CRITICAL"
"I have a chemical burn to my skin that is deep and painful","HIGH"
"DVT suspected, calf is red, swollen and painful","HIGH"
"I have severe pain that is radiating from my back down to my groin","HIGH"
"I feel a bit groggy after a nap","LOW"
"I have a high fever and my skin has widespread, painful, non-fading red dots","HIGH"
"Asthma symptoms getting worse this week","MEDIUM"
"I have severe abdominal pain and vomiting with inability to pass gas or stool (bowel obstruction concern)","HIGH"
"I have taken an unknown substance and am now vomiting and losing consciousness","CRITICAL"
"Motion sickness on the bus","LOW"
"Foreign body stuck in airway, partial blockage","HIGH"
"I have severe pain after a penetrating injury to the torso","HIGH"
"I have severe pain in my shoulder that is preventing me from lifting my arm at all","HIGH"
"I have sudden, excruciating pain in my lower back with inability to pass urine","CRITICAL"
"I have a noticeably painful lump in my groin that appeared suddenly","MEDIUM"
"Severe chest pain that comes and goes with exertion","HIGH"
"I have severe pain and swelling in my throat that is rapidly worsening","CRITICAL"
"I have a painful lump in my inner thigh (possible hernia)","MEDIUM"
"Urinary tract infection not improving with fluids","MEDIUM"
"Wound too deep for home care, still bleeding","HIGH"
"My tongue is a little sore","LOW"
"Undiagnosed rash with mild fever","MEDIUM"
"Testicular torsion, sudden severe scrotal pain","HIGH"
"Joint swelling in my knee with no injury, possibly gout","MEDIUM"
"I have fever, chills, and severe pain in the genital area","HIGH"
"Sudden severe headache unlike any before","HIGH"
"I have a wound with exposed bone or deep underlying tissue","HIGH"
"I have a deep laceration that has severed a nerve and I have no feeling in my hand","HIGH"
"I have sudden inability to remember recent events after hitting my head","HIGH"
"I have pronounced pain when I raise my arm","MEDIUM"
"I have chest pain that is sharp and centralized and occurs at rest","HIGH"
"Meningitis, stiff neck high fever and rash that doesn't fade","CRITICAL"
"I have severe chest pain that is accompanied by vomiting and cold sweats","CRITICAL"
"Alcohol withdrawal with shaking and hallucinations","HIGH"
"I took pills to end my life","CRITICAL"
"I have a continuous headache that pain relievers only slightly help","MEDIUM"
"Mild indigestion after a heavy meal","LOW"
"My voice cracked a couple of times","LOW"
"I have unexplained sudden bleeding from my nose and gums","HIGH"
"I have severe, painful blistering rash that covers a large area of my body","HIGH"
"Extreme fatigue with no explanation for weeks","MEDIUM"
"My sleep was slightly interrupted","LOW"
"I have a mild ache in my wrist from typing","LOW"
"Meningococcal rash, non-blanching purple spots with high fever","CRITICAL"
"I have a headache and feel foggy and unable to concentrate","MEDIUM"
"My lips are turning blue and I am coughing forcefully but getting no air","CRITICAL"
"I have a high fever and confusion after recent surgery","HIGH"
"Urinary retention, can't pass urine and bladder full and painful","HIGH"
"Baby has a fever and is very floppy and difficult to rouse","HIGH"
"I have sudden onset of intense, tearing back pain","HIGH"
"I have severe, constant, crushing pain in my abdomen","CRITICAL"
"I feel a bit restless and unable to settle","LOW"
"I have a deep wound with exposed tendon that is bleeding steadily","HIGH"
"I have recurrent shortness of breath at rest","MEDIUM"
"I have a catastrophic bleed from a varicose vein that won't stop","CRITICAL"
"I have sudden weakness and my eyes are rolling back in my head","CRITICAL"
"My big toe is a little tender","LOW"
"I have difficulty recognizing family members or my location","HIGH"
"New lump under my arm that appeared last week","MEDIUM"
"I have difficulty breathing and my asthma inhaler is having no effect","HIGH"
"I have severe pain in my foot that feels like a needle is constantly poking me","HIGH"
"I have mild muscle aches after walking a lot","LOW"
"I have sudden, severe back pain that makes me unable to move my trunk","HIGH"
"I feel a bit sensitive to loud noises","LOW"
"Uncontrolled bleeding, blood won't stop","CRITICAL"
"I have sudden, heavy menstrual bleeding that is soaking through multiple pads per hour","HIGH"
"I have a deep wound with something embedded in it (foreign object)","HIGH"
"I have been unable to tolerate any solid food for a day","MEDIUM"
"Concussion, hit my head and was confused","HIGH"
"I have chest pain that is associated with dizziness and lightheadedness","HIGH"
"I have severe difficulty breathing and am slumped over","CRITICAL"
"Peritonsillar abscess, can't swallow and throat very swollen","HIGH"
"I have pronounced upper respiratory congestion that won't clear","MEDIUM"
"My mouth feels dry despite drinking water","LOW"
"I have a severe toothache with facial swelling that is blocking my vision","HIGH"
"Sudden face drooping, arm weakness, and slurred speech","CRITICAL"
"I have sudden paralysis of my entire face and neck","CRITICAL"
"I have taken a large dose of prescription medication and feel ill (but conscious)","HIGH"
"I am bleeding severely from a deep cut to my neck","CRITICAL"
"My speech is slurred suddenly and one arm won't move","CRITICAL"
